"trial_type","trial_index","time_elapsed","internal_node_id","participant_id","rt","stimulus","response","data_type","consented","demo_name","demo_gender","demo_age","robot_avatar","robot_index","robot_style","trial_number","global_trial_number","stim_file","correct_answer","guess_1","guess_1_correct","guess_1_confidence","guess_2","guess_2_correct","guess_2_confidence","guess_1_rt","guess_2_rt","godspeed_1","godspeed_2","godspeed_3","godspeed_4","godspeed_5","godspeed_6","godspeed_7","godspeed_8","godspeed_9","trust","mai_1","mai_2","mai_3","mai_4","mai_5","mai_6","mai_7","mai_8","mai_9","mai_10","mai_11","mai_12","mai_13","mai_14","mai_15","mai_16","mai_17","mai_18","mai_19","mai_20","mai_21","mai_22","mai_23","mai_24","mai_25","mai_26","mai_27","mai_28","mai_29","mai_30","mai_31","mai_32","mai_33","mai_34","mai_35","mai_36","mai_37","mai_38","mai_39","mai_40","mai_41","mai_42","mai_43","mai_44","mai_45","mai_46","mai_47","mai_48","mai_49","mai_50","mai_51","mai_52"
"html-button-response","159","2123636","0.0-159.0","P1779169273798_KMZ9I2","783","
      <div style=""text-align:center;padding-bottom:60px;"">
        <img src=""final_stimfile/japan_02_fukuyama_museum_of_art_-_panoramio.jpg"" class=""stim-trial"" alt=""刺激圖片"">
        <p style=""margin-top:14px;"">請猜測您認為這張照片最可能拍攝的地點</p>
      </div>
    <div class=""progress-wrap"">
      <div class=""progress-label"">第 3 段&emsp;9 / 10</div>
      <div class=""progress-track"">
        <div class=""progress-fill"" style=""width:90%""></div>
      </div>
    </div>","2","page1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","160","2124164","0.0-160.0","P1779169273798_KMZ9I2","526","
        <div style=""text-align:center;padding-bottom:60px;"">
          <img src=""final_stimfile/japan_02_fukuyama_museum_of_art_-_panoramio.jpg"" class=""stim-trial"" alt=""刺激圖片"">
          <p style=""margin-top:14px;"">您剛才選擇的答案是 <strong>加拿大</strong>，請問您對此選項的信心如何？</p>
          <p style=""color:#888;font-size:13px;"">（1 分 = 非常沒信心；5 分 = 非常有信心）</p>
        </div>
    <div class=""progress-wrap"">
      <div class=""progress-label"">第 3 段&emsp;9 / 10</div>
      <div class=""progress-track"">
        <div class=""progress-fill"" style=""width:90%""></div>
      </div>
    </div>","2","page2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","161","2274459","0.0-161.0","P1779169273798_KMZ9I2","150293","
      <div style=""display:flex;height:calc(100vh - 130px);min-height:400px;"">

        <!-- ── Left 50 %: stimulus image ── -->
        <div style=""flex:0 0 50%;display:flex;align-items:center;justify-content:center;padding:28px 16px 28px 28px;"">
          <img src=""final_stimfile/japan_02_fukuyama_museum_of_art_-_panoramio.jpg""
               style=""max-width:100%;max-height:100%;object-fit:contain;border-radius:6px;""
               alt=""刺激圖片"">
        </div>

        <!-- ── Right 50 %: top (avatar) + bottom (chat) ── -->
        <div style=""flex:1;display:flex;flex-direction:column;padding:16px 28px 16px 16px;min-width:0;"">

          <!-- Top 40 %: robot avatar, centred -->
          <div style=""flex:0 0 40%;display:flex;flex-direction:column;align-items:center;justify-content:center;gap:10px;"">
            <img src=""stimulus/level4.png""
                 style=""width:120px;height:120px;object-fit:contain;border-radius:50%;""
                 alt="""">
            <span style=""font-size:14px;color:#555;"">機器人 C</span>
          </div>

          <!-- Bottom 60 %: chat messages -->
          <div style=""flex:1;overflow-y:auto;padding-top:6px;"">
            <div class=""chat-messages"" id=""chat-msg-area""></div>
          </div>

        </div>
      </div>
    <div class=""progress-wrap"">
      <div class=""progress-label"">第 3 段&emsp;9 / 10</div>
      <div class=""progress-track"">
        <div class=""progress-fill"" style=""width:90%""></div>
      </div>
    </div>","0","page3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","162","2275243","0.0-162.0","P1779169273798_KMZ9I2","782","
        <div style=""text-align:center;padding-bottom:60px;"">
          <img src=""final_stimfile/japan_02_fukuyama_museum_of_art_-_panoramio.jpg"" class=""stim-trial"" alt=""刺激圖片"">
          <p style=""margin-top:14px;"">
            您上次選擇的是 <strong>加拿大</strong>，
            機器人認為這裡是 <strong>日本</strong>，<br>
            請再次猜測您認為這張照片最可能拍攝的地點
          </p>
        </div>
    <div class=""progress-wrap"">
      <div class=""progress-label"">第 3 段&emsp;9 / 10</div>
      <div class=""progress-track"">
        <div class=""progress-fill"" style=""width:90%""></div>
      </div>
    </div>","2","page4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","163","2275715","0.0-163.0","P1779169273798_KMZ9I2","471","
        <div style=""text-align:center;padding-bottom:60px;"">
          <img src=""final_stimfile/japan_02_fukuyama_museum_of_art_-_panoramio.jpg"" class=""stim-trial"" alt=""刺激圖片"">
          <p style=""margin-top:14px;"">您剛才選擇的答案是 <strong>加拿大</strong>，請問您對此選項的信心如何？</p>
          <p style=""color:#888;font-size:13px;"">（1 分 = 非常沒信心；5 分 = 非常有信心）</p>
        </div>
    <div class=""progress-wrap"">
      <div class=""progress-label"">第 3 段&emsp;9 / 10</div>
      <div class=""progress-track"">
        <div class=""progress-fill"" style=""width:90%""></div>
      </div>
    </div>","2","trial","","","","","level4","2","2","9","29","japan_02_fukuyama_museum_of_art_-_panoramio","日本","加拿大","false","3","加拿大","false","3","783","471","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","164","2276163","0.0-164.0","P1779169273798_KMZ9I2","446","
      <div style=""text-align:center;padding-bottom:60px;"">
        <img src=""final_stimfile/greek_meteora.jpg"" class=""stim-trial"" alt=""刺激圖片"">
        <p style=""margin-top:14px;"">請猜測您認為這張照片最可能拍攝的地點</p>
      </div>
    <div class=""progress-wrap"">
      <div class=""progress-label"">第 3 段&emsp;10 / 10</div>
      <div class=""progress-track"">
        <div class=""progress-fill"" style=""width:100%""></div>
      </div>
    </div>","2","page1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","165","2276795","0.0-165.0","P1779169273798_KMZ9I2","631","
        <div style=""text-align:center;padding-bottom:60px;"">
          <img src=""final_stimfile/greek_meteora.jpg"" class=""stim-trial"" alt=""刺激圖片"">
          <p style=""margin-top:14px;"">您剛才選擇的答案是 <strong>衣索比亞</strong>，請問您對此選項的信心如何？</p>
          <p style=""color:#888;font-size:13px;"">（1 分 = 非常沒信心；5 分 = 非常有信心）</p>
        </div>
    <div class=""progress-wrap"">
      <div class=""progress-label"">第 3 段&emsp;10 / 10</div>
      <div class=""progress-track"">
        <div class=""progress-fill"" style=""width:100%""></div>
      </div>
    </div>","2","page2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","166","2303340","0.0-166.0","P1779169273798_KMZ9I2","26543","
      <div style=""display:flex;height:calc(100vh - 130px);min-height:400px;"">

        <!-- ── Left 50 %: stimulus image ── -->
        <div style=""flex:0 0 50%;display:flex;align-items:center;justify-content:center;padding:28px 16px 28px 28px;"">
          <img src=""final_stimfile/greek_meteora.jpg""
               style=""max-width:100%;max-height:100%;object-fit:contain;border-radius:6px;""
               alt=""刺激圖片"">
        </div>

        <!-- ── Right 50 %: top (avatar) + bottom (chat) ── -->
        <div style=""flex:1;display:flex;flex-direction:column;padding:16px 28px 16px 16px;min-width:0;"">

          <!-- Top 40 %: robot avatar, centred -->
          <div style=""flex:0 0 40%;display:flex;flex-direction:column;align-items:center;justify-content:center;gap:10px;"">
            <img src=""stimulus/level4.png""
                 style=""width:120px;height:120px;object-fit:contain;border-radius:50%;""
                 alt="""">
            <span style=""font-size:14px;color:#555;"">機器人 C</span>
          </div>

          <!-- Bottom 60 %: chat messages -->
          <div style=""flex:1;overflow-y:auto;padding-top:6px;"">
            <div class=""chat-messages"" id=""chat-msg-area""></div>
          </div>

        </div>
      </div>
    <div class=""progress-wrap"">
      <div class=""progress-label"">第 3 段&emsp;10 / 10</div>
      <div class=""progress-track"">
        <div class=""progress-fill"" style=""width:100%""></div>
      </div>
    </div>","0","page3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","167","2304257","0.0-167.0","P1779169273798_KMZ9I2","916","
        <div style=""text-align:center;padding-bottom:60px;"">
          <img src=""final_stimfile/greek_meteora.jpg"" class=""stim-trial"" alt=""刺激圖片"">
          <p style=""margin-top:14px;"">
            您上次選擇的是 <strong>衣索比亞</strong>，
            機器人認為這裡是 <strong>希臘</strong>，<br>
            請再次猜測您認為這張照片最可能拍攝的地點
          </p>
        </div>
    <div class=""progress-wrap"">
      <div class=""progress-label"">第 3 段&emsp;10 / 10</div>
      <div class=""progress-track"">
        <div class=""progress-fill"" style=""width:100%""></div>
      </div>
    </div>","2","page4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","168","2305073","0.0-168.0","P1779169273798_KMZ9I2","814","
        <div style=""text-align:center;padding-bottom:60px;"">
          <img src=""final_stimfile/greek_meteora.jpg"" class=""stim-trial"" alt=""刺激圖片"">
          <p style=""margin-top:14px;"">您剛才選擇的答案是 <strong>衣索比亞</strong>，請問您對此選項的信心如何？</p>
          <p style=""color:#888;font-size:13px;"">（1 分 = 非常沒信心；5 分 = 非常有信心）</p>
        </div>
    <div class=""progress-wrap"">
      <div class=""progress-label"">第 3 段&emsp;10 / 10</div>
      <div class=""progress-track"">
        <div class=""progress-fill"" style=""width:100%""></div>
      </div>
    </div>","2","trial","","","","","level4","2","2","10","30","greek_meteora","希臘","衣索比亞","false","3","衣索比亞","false","3","446","814","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","169","2314793","0.0-169.0","P1779169273798_KMZ9I2","9718","
    <div class=""scale-wrap"">
      <div style=""text-align:center;margin-bottom:20px;"">
        <img src=""stimulus/level4.png""
             style=""width:80px;height:80px;object-fit:contain;border-radius:50%;""
             alt="""">
        <p style=""margin-top:10px;font-size:15px;"">以下請根據您和這位機器人互動的整體印象來回答</p>
      </div>

      
    <div class=""scale-row"">
      <span class=""scale-lbl left"">虛假的</span>
      <div class=""scale-radios"">
    <label>
      <input type=""radio"" name=""godspeed_1"" value=""1"">
      <span>1</span>
    </label>
    <label>
      <input type=""radio"" name=""godspeed_1"" value=""2"">
      <span>2</span>
    </label>
    <label>
      <input type=""radio"" name=""godspeed_1"" value=""3"">
      <span>3</span>
    </label>
    <label>
      <input type=""radio"" name=""godspeed_1"" value=""4"">
      <span>4</span>
    </label>
    <label>
      <input type=""radio"" name=""godspeed_1"" value=""5"">
      <span>5</span>
    </label></div>
      <span class=""scale-lbl right"">自然的</span>
    </div>
    <div class=""scale-row"">
      <span class=""scale-lbl left"">似機械的</span>
      <div class=""scale-radios"">
    <label>
      <input type=""radio"" name=""godspeed_2"" value=""1"">
      <span>1</span>
    </label>
    <label>
      <input type=""radio"" name=""godspeed_2"" value=""2"">
      <span>2</span>
    </label>
    <label>
      <input type=""radio"" name=""godspeed_2"" value=""3"">
      <span>3</span>
    </label>
    <label>
      <input type=""radio"" name=""godspeed_2"" value=""4"">
      <span>4</span>
    </label>
    <label>
      <input type=""radio"" name=""godspeed_2"" value=""5"">
      <span>5</span>
    </label></div>
      <span class=""scale-lbl right"">似人類的</span>
    </div>
    <div class=""scale-row"">
      <span class=""scale-lbl left"">無意識的</span>
      <div class=""scale-radios"">
    <label>
      <input type=""radio"" name=""godspeed_3"" value=""1"">
      <span>1</span>
    </label>
    <label>
      <input type=""radio"" name=""godspeed_3"" value=""2"">
      <span>2</span>
    </label>
    <label>
      <input type=""radio"" name=""godspeed_3"" value=""3"">
      <span>3</span>
    </label>
    <label>
      <input type=""radio"" name=""godspeed_3"" value=""4"">
      <span>4</span>
    </label>
    <label>
      <input type=""radio"" name=""godspeed_3"" value=""5"">
      <span>5</span>
    </label></div>
      <span class=""scale-lbl right"">有意識的</span>
    </div>
    <div class=""scale-row"">
      <span class=""scale-lbl left"">人工的</span>
      <div class=""scale-radios"">
    <label>
      <input type=""radio"" name=""godspeed_4"" value=""1"">
      <span>1</span>
    </label>
    <label>
      <input type=""radio"" name=""godspeed_4"" value=""2"">
      <span>2</span>
    </label>
    <label>
      <input type=""radio"" name=""godspeed_4"" value=""3"">
      <span>3</span>
    </label>
    <label>
      <input type=""radio"" name=""godspeed_4"" value=""4"">
      <span>4</span>
    </label>
    <label>
      <input type=""radio"" name=""godspeed_4"" value=""5"">
      <span>5</span>
    </label></div>
      <span class=""scale-lbl right"">逼真的</span>
    </div>
    <div class=""scale-row"">
      <span class=""scale-lbl left"">不喜歡</span>
      <div class=""scale-radios"">
    <label>
      <input type=""radio"" name=""godspeed_5"" value=""1"">
      <span>1</span>
    </label>
    <label>
      <input type=""radio"" name=""godspeed_5"" value=""2"">
      <span>2</span>
    </label>
    <label>
      <input type=""radio"" name=""godspeed_5"" value=""3"">
      <span>3</span>
    </label>
    <label>
      <input type=""radio"" name=""godspeed_5"" value=""4"">
      <span>4</span>
    </label>
    <label>
      <input type=""radio"" name=""godspeed_5"" value=""5"">
      <span>5</span>
    </label></div>
      <span class=""scale-lbl right"">喜歡</span>
    </div>

      <div style=""border-top:1px solid #ddd;margin:14px 0;""></div>

      
    <div class=""scale-row"">
      <span class=""scale-lbl left"">不友好的</span>
      <div class=""scale-radios"">
    <label>
      <input type=""radio"" name=""godspeed_6"" value=""1"">
      <span>1</span>
    </label>
    <label>
      <input type=""radio"" name=""godspeed_6"" value=""2"">
      <span>2</span>
    </label>
    <label>
      <input type=""radio"" name=""godspeed_6"" value=""3"">
      <span>3</span>
    </label>
    <label>
      <input type=""radio"" name=""godspeed_6"" value=""4"">
      <span>4</span>
    </label>
    <label>
      <input type=""radio"" name=""godspeed_6"" value=""5"">
      <span>5</span>
    </label></div>
      <span class=""scale-lbl right"">友好的</span>
    </div>
    <div class=""scale-row"">
      <span class=""scale-lbl left"">不親切的</span>
      <div class=""scale-radios"">
    <label>
      <input type=""radio"" name=""godspeed_7"" value=""1"">
      <span>1</span>
    </label>
    <label>
      <input type=""radio"" name=""godspeed_7"" value=""2"">
      <span>2</span>
    </label>
    <label>
      <input type=""radio"" name=""godspeed_7"" value=""3"">
      <span>3</span>
    </label>
    <label>
      <input type=""radio"" name=""godspeed_7"" value=""4"">
      <span>4</span>
    </label>
    <label>
      <input type=""radio"" name=""godspeed_7"" value=""5"">
      <span>5</span>
    </label></div>
      <span class=""scale-lbl right"">親切的</span>
    </div>
    <div class=""scale-row"">
      <span class=""scale-lbl left"">不愉快的</span>
      <div class=""scale-radios"">
    <label>
      <input type=""radio"" name=""godspeed_8"" value=""1"">
      <span>1</span>
    </label>
    <label>
      <input type=""radio"" name=""godspeed_8"" value=""2"">
      <span>2</span>
    </label>
    <label>
      <input type=""radio"" name=""godspeed_8"" value=""3"">
      <span>3</span>
    </label>
    <label>
      <input type=""radio"" name=""godspeed_8"" value=""4"">
      <span>4</span>
    </label>
    <label>
      <input type=""radio"" name=""godspeed_8"" value=""5"">
      <span>5</span>
    </label></div>
      <span class=""scale-lbl right"">愉快的</span>
    </div>
    <div class=""scale-row"">
      <span class=""scale-lbl left"">惡劣的</span>
      <div class=""scale-radios"">
    <label>
      <input type=""radio"" name=""godspeed_9"" value=""1"">
      <span>1</span>
    </label>
    <label>
      <input type=""radio"" name=""godspeed_9"" value=""2"">
      <span>2</span>
    </label>
    <label>
      <input type=""radio"" name=""godspeed_9"" value=""3"">
      <span>3</span>
    </label>
    <label>
      <input type=""radio"" name=""godspeed_9"" value=""4"">
      <span>4</span>
    </label>
    <label>
      <input type=""radio"" name=""godspeed_9"" value=""5"">
      <span>5</span>
    </label></div>
      <span class=""scale-lbl right"">良好的</span>
    </div>

      <div style=""border-top:1px solid #ddd;margin:14px 0;""></div>

      <p style=""font-size:14px;color:#555;margin:6px 0 10px;"">
        整體而言，請問您有多相信本輪機器人所提供的答案？
      </p>
      
    <div class=""scale-row"">
      <span class=""scale-lbl left"">非常不相信</span>
      <div class=""scale-radios"">
    <label>
      <input type=""radio"" name=""trust"" value=""1"">
      <span>1</span>
    </label>
    <label>
      <input type=""radio"" name=""trust"" value=""2"">
      <span>2</span>
    </label>
    <label>
      <input type=""radio"" name=""trust"" value=""3"">
      <span>3</span>
    </label>
    <label>
      <input type=""radio"" name=""trust"" value=""4"">
      <span>4</span>
    </label>
    <label>
      <input type=""radio"" name=""trust"" value=""5"">
      <span>5</span>
    </label></div>
      <span class=""scale-lbl right"">非常相信</span>
    </div>

      <div id=""scale-error"">請回答所有題目後再送出</div>
    </div>","0","scale","","","","","level4","","2","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","170","2315682","0.0-170.0","P1779169273798_KMZ9I2","889","
      <div class=""page-wrap"">
        <h2>第 4 / 4 段</h2>
        <p style=""font-size:18px;color:#555;"">休息一下，準備好後請按「下一頁」繼續</p>
      </div>","0","rest","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","171","2322025","0.0-171.0","P1779169273798_KMZ9I2","6341","
      <div class=""page-wrap"">
        <p style=""font-size:18px;"">接下來您將與以下機器人進行對話</p>
        <img src=""stimulus/level2.png""
             class=""robot-intro-img"" alt=""機器人頭像"">
        <p style=""font-size:14px;color:#888;margin-top:14px;"">請等待五秒後，點按下一頁</p>
      </div>","0","robot_intro","","","","","level2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","172","2322601","0.0-172.0","P1779169273798_KMZ9I2","575","
      <div style=""text-align:center;padding-bottom:60px;"">
        <img src=""final_stimfile/green_island_01_costa_cerca_de_grindavik_su_urland_islandia_2014-08-13_dd_080.jpg"" class=""stim-trial"" alt=""刺激圖片"">
        <p style=""margin-top:14px;"">請猜測您認為這張照片最可能拍攝的地點</p>
      </div>
    <div class=""progress-wrap"">
      <div class=""progress-label"">第 4 段&emsp;1 / 10</div>
      <div class=""progress-track"">
        <div class=""progress-fill"" style=""width:10%""></div>
      </div>
    </div>","2","page1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","173","2323297","0.0-173.0","P1779169273798_KMZ9I2","695","
        <div style=""text-align:center;padding-bottom:60px;"">
          <img src=""final_stimfile/green_island_01_costa_cerca_de_grindavik_su_urland_islandia_2014-08-13_dd_080.jpg"" class=""stim-trial"" alt=""刺激圖片"">
          <p style=""margin-top:14px;"">您剛才選擇的答案是 <strong>加拿大</strong>，請問您對此選項的信心如何？</p>
          <p style=""color:#888;font-size:13px;"">（1 分 = 非常沒信心；5 分 = 非常有信心）</p>
        </div>
    <div class=""progress-wrap"">
      <div class=""progress-label"">第 4 段&emsp;1 / 10</div>
      <div class=""progress-track"">
        <div class=""progress-fill"" style=""width:10%""></div>
      </div>
    </div>","2","page2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","174","2575441","0.0-174.0","P1779169273798_KMZ9I2","252142","
      <div style=""display:flex;height:calc(100vh - 130px);min-height:400px;"">

        <!-- ── Left 50 %: stimulus image ── -->
        <div style=""flex:0 0 50%;display:flex;align-items:center;justify-content:center;padding:28px 16px 28px 28px;"">
          <img src=""final_stimfile/green_island_01_costa_cerca_de_grindavik_su_urland_islandia_2014-08-13_dd_080.jpg""
               style=""max-width:100%;max-height:100%;object-fit:contain;border-radius:6px;""
               alt=""刺激圖片"">
        </div>

        <!-- ── Right 50 %: top (avatar) + bottom (chat) ── -->
        <div style=""flex:1;display:flex;flex-direction:column;padding:16px 28px 16px 16px;min-width:0;"">

          <!-- Top 40 %: robot avatar, centred -->
          <div style=""flex:0 0 40%;display:flex;flex-direction:column;align-items:center;justify-content:center;gap:10px;"">
            <img src=""stimulus/level2.png""
                 style=""width:120px;height:120px;object-fit:contain;border-radius:50%;""
                 alt="""">
            <span style=""font-size:14px;color:#555;"">機器人 D</span>
          </div>

          <!-- Bottom 60 %: chat messages -->
          <div style=""flex:1;overflow-y:auto;padding-top:6px;"">
            <div class=""chat-messages"" id=""chat-msg-area""></div>
          </div>

        </div>
      </div>
    <div class=""progress-wrap"">
      <div class=""progress-label"">第 4 段&emsp;1 / 10</div>
      <div class=""progress-track"">
        <div class=""progress-fill"" style=""width:10%""></div>
      </div>
    </div>","0","page3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","175","2576026","0.0-175.0","P1779169273798_KMZ9I2","584","
        <div style=""text-align:center;padding-bottom:60px;"">
          <img src=""final_stimfile/green_island_01_costa_cerca_de_grindavik_su_urland_islandia_2014-08-13_dd_080.jpg"" class=""stim-trial"" alt=""刺激圖片"">
          <p style=""margin-top:14px;"">
            您上次選擇的是 <strong>加拿大</strong>，
            機器人認為這裡是 <strong>冰島</strong>，<br>
            請再次猜測您認為這張照片最可能拍攝的地點
          </p>
        </div>
    <div class=""progress-wrap"">
      <div class=""progress-label"">第 4 段&emsp;1 / 10</div>
      <div class=""progress-track"">
        <div class=""progress-fill"" style=""width:10%""></div>
      </div>
    </div>","2","page4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","176","2576578","0.0-176.0","P1779169273798_KMZ9I2","550","
        <div style=""text-align:center;padding-bottom:60px;"">
          <img src=""final_stimfile/green_island_01_costa_cerca_de_grindavik_su_urland_islandia_2014-08-13_dd_080.jpg"" class=""stim-trial"" alt=""刺激圖片"">
          <p style=""margin-top:14px;"">您剛才選擇的答案是 <strong>加拿大</strong>，請問您對此選項的信心如何？</p>
          <p style=""color:#888;font-size:13px;"">（1 分 = 非常沒信心；5 分 = 非常有信心）</p>
        </div>
    <div class=""progress-wrap"">
      <div class=""progress-label"">第 4 段&emsp;1 / 10</div>
      <div class=""progress-track"">
        <div class=""progress-fill"" style=""width:10%""></div>
      </div>
    </div>","2","trial","","","","","level2","3","3","1","31","green_island_01_costa_cerca_de_grindavik_su_urland_islandia_2014-08-13_dd_080","冰島","加拿大","false","3","加拿大","false","3","575","550","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","177","2577547","0.0-177.0","P1779169273798_KMZ9I2","967","
      <div style=""text-align:center;padding-bottom:60px;"">
        <img src=""final_stimfile/saintpeter.jpg"" class=""stim-trial"" alt=""刺激圖片"">
        <p style=""margin-top:14px;"">請猜測您認為這張照片最可能拍攝的地點</p>
      </div>
    <div class=""progress-wrap"">
      <div class=""progress-label"">第 4 段&emsp;2 / 10</div>
      <div class=""progress-track"">
        <div class=""progress-fill"" style=""width:20%""></div>
      </div>
    </div>","2","page1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","178","2578217","0.0-178.0","P1779169273798_KMZ9I2","669","
        <div style=""text-align:center;padding-bottom:60px;"">
          <img src=""final_stimfile/saintpeter.jpg"" class=""stim-trial"" alt=""刺激圖片"">
          <p style=""margin-top:14px;"">您剛才選擇的答案是 <strong>巴西</strong>，請問您對此選項的信心如何？</p>
          <p style=""color:#888;font-size:13px;"">（1 分 = 非常沒信心；5 分 = 非常有信心）</p>
        </div>
    <div class=""progress-wrap"">
      <div class=""progress-label"">第 4 段&emsp;2 / 10</div>
      <div class=""progress-track"">
        <div class=""progress-fill"" style=""width:20%""></div>
      </div>
    </div>","2","page2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","179","2741607","0.0-179.0","P1779169273798_KMZ9I2","163388","
      <div style=""display:flex;height:calc(100vh - 130px);min-height:400px;"">

        <!-- ── Left 50 %: stimulus image ── -->
        <div style=""flex:0 0 50%;display:flex;align-items:center;justify-content:center;padding:28px 16px 28px 28px;"">
          <img src=""final_stimfile/saintpeter.jpg""
               style=""max-width:100%;max-height:100%;object-fit:contain;border-radius:6px;""
               alt=""刺激圖片"">
        </div>

        <!-- ── Right 50 %: top (avatar) + bottom (chat) ── -->
        <div style=""flex:1;display:flex;flex-direction:column;padding:16px 28px 16px 16px;min-width:0;"">

          <!-- Top 40 %: robot avatar, centred -->
          <div style=""flex:0 0 40%;display:flex;flex-direction:column;align-items:center;justify-content:center;gap:10px;"">
            <img src=""stimulus/level2.png""
                 style=""width:120px;height:120px;object-fit:contain;border-radius:50%;""
                 alt="""">
            <span style=""font-size:14px;color:#555;"">機器人 D</span>
          </div>

          <!-- Bottom 60 %: chat messages -->
          <div style=""flex:1;overflow-y:auto;padding-top:6px;"">
            <div class=""chat-messages"" id=""chat-msg-area""></div>
          </div>

        </div>
      </div>
    <div class=""progress-wrap"">
      <div class=""progress-label"">第 4 段&emsp;2 / 10</div>
      <div class=""progress-track"">
        <div class=""progress-fill"" style=""width:20%""></div>
      </div>
    </div>","0","page3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","180","2742384","0.0-180.0","P1779169273798_KMZ9I2","776","
        <div style=""text-align:center;padding-bottom:60px;"">
          <img src=""final_stimfile/saintpeter.jpg"" class=""stim-trial"" alt=""刺激圖片"">
          <p style=""margin-top:14px;"">
            您上次選擇的是 <strong>巴西</strong>，
            機器人認為這裡是 <strong>梵蒂岡</strong>，<br>
            請再次猜測您認為這張照片最可能拍攝的地點
          </p>
        </div>
    <div class=""progress-wrap"">
      <div class=""progress-label"">第 4 段&emsp;2 / 10</div>
      <div class=""progress-track"">
        <div class=""progress-fill"" style=""width:20%""></div>
      </div>
    </div>","1","page4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
